,survival,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,family_size
397,0,2,male,0.4625748604158625,0,0,,S,Second,man,True,Southampton,no,True,0
398,0,2,male,,0,0,,S,Second,man,True,Southampton,no,True,0
399,1,2,female,,0,0,,S,Second,woman,False,Southampton,yes,True,0
400,1,3,male,-0.0626305526715434,0,0,,S,Third,man,True,Southampton,yes,True,0
401,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
402,0,3,female,,1,0,,S,Third,woman,False,Southampton,no,False,1
403,0,3,male,,1,0,,S,Third,man,True,Southampton,no,False,1
404,0,3,female,,0,0,,S,Third,woman,False,Southampton,no,True,0
405,0,2,male,-0.742729132601683,1,0,,S,Second,man,True,Southampton,no,False,1
406,0,3,male,0.7186369652720348,0,0,,S,Third,man,True,Southampton,no,True,0
407,1,2,male,,1,1,,S,Second,child,False,Southampton,yes,False,2
408,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
411,0,3,male,-2.562111192710642,0,0,,Q,Third,man,True,Queenstown,no,True,0
412,1,1,female,-0.9594116828456197,1,0,0.05676953408627249,Q,First,woman,False,Queenstown,yes,False,1
414,1,3,male,0.33844690873787375,0,0,,S,Third,man,True,Southampton,yes,True,0
415,0,3,female,-2.562111192710642,0,0,,S,Third,woman,False,Southampton,no,True,0
416,1,2,female,-0.742729132601683,1,1,,S,Second,woman,False,Southampton,yes,False,2
417,1,2,female,,0,2,,S,Second,woman,False,Southampton,yes,False,2
419,0,3,female,,0,2,,S,Third,child,False,Southampton,no,False,2
421,0,3,male,,0,0,,Q,Third,man,True,Queenstown,no,True,0
422,0,3,male,-4.395173540346584,0,0,,S,Third,man,True,Southampton,no,True,0
423,0,3,female,,1,1,,S,Third,woman,False,Southampton,no,False,2
424,0,3,male,,1,1,,S,Third,man,True,Southampton,no,False,2
426,1,2,female,,1,0,,S,Second,woman,False,Southampton,yes,False,1
427,1,2,female,,0,0,,S,Second,woman,False,Southampton,yes,True,0
429,1,3,male,-1.2364173289037685,0,0,,S,Third,man,True,Southampton,yes,True,0
430,1,1,male,,0,0,,S,First,man,True,Southampton,yes,True,0
432,1,2,female,0.19669816183738545,1,0,,S,Second,woman,False,Southampton,yes,False,1
433,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
434,0,1,male,0.6724032479909003,1,0,-0.8879023788159934,S,First,man,True,Southampton,no,False,1
435,1,1,female,,1,2,0.48706145883464785,S,First,child,False,Southampton,yes,False,3
436,0,3,female,,2,2,-5.751439024864628,S,Third,woman,False,Southampton,no,False,4
437,1,2,female,,2,3,,S,Second,woman,False,Southampton,yes,False,5
439,0,2,male,-1.6208655753526766,0,0,,S,Second,man,True,Southampton,no,True,0
440,1,2,female,0.40243561794230204,1,1,,S,Second,woman,False,Southampton,yes,False,2
441,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
442,0,3,male,,1,0,,S,Third,man,True,Southampton,no,False,1
443,1,2,female,,0,0,,S,Second,woman,False,Southampton,yes,True,0
444,1,3,male,-2.562111192710642,0,0,,S,Third,man,True,Southampton,yes,True,0
445,1,1,male,,0,2,-0.1009703942560585,S,First,child,False,Southampton,yes,False,2
446,1,2,female,,0,1,,S,Second,child,False,Southampton,yes,False,1
447,1,1,male,-0.742729132601683,0,0,,S,First,man,True,Southampton,yes,True,0
448,1,3,female,,2,1,,C,Third,child,False,Cherbourg,yes,False,3
449,1,1,male,0.7628272533934943,0,0,,S,First,man,True,Southampton,yes,True,0
450,0,2,male,-0.41369237748654564,1,2,,S,Second,man,True,Southampton,no,False,3
451,0,3,male,-2.562111192710642,1,0,,S,Third,man,True,Southampton,no,False,1
452,0,1,male,-2.2534891842429254,0,0,,C,First,man,True,Cherbourg,no,True,0
453,1,1,male,0.6239279173679113,1,0,0.040583329721059776,C,First,man,True,Cherbourg,yes,False,1
455,1,3,male,-4.395173540346584,0,0,,C,Third,man,True,Cherbourg,yes,True,0
457,1,1,female,-2.562111192710642,1,0,-1.0938495688591778,S,First,woman,False,Southampton,yes,False,1
458,1,2,female,0.6724032479909003,0,0,,S,Second,woman,False,Southampton,yes,True,0
460,1,1,male,0.5729824816190975,0,0,,S,First,man,True,Southampton,yes,True,0
461,0,3,male,-0.742729132601683,0,0,,S,Third,man,True,Southampton,no,True,0
462,0,1,male,0.5193016280802352,0,0,-2.507993275697013,S,First,man,True,Southampton,no,True,0
463,0,2,male,0.5729824816190975,0,0,,S,Second,man,True,Southampton,no,True,0
465,0,3,male,-0.1665327871252423,0,0,,S,Third,man,True,Southampton,no,True,0
468,0,3,male,-2.562111192710642,0,0,,Q,Third,man,True,Queenstown,no,True,0
471,0,3,male,-0.1665327871252423,0,0,,S,Third,man,True,Southampton,no,True,0
472,1,2,female,-0.9594116828456197,1,2,,S,Second,woman,False,Southampton,yes,False,3
473,1,2,female,,0,0,,C,Second,woman,False,Cherbourg,yes,True,0
474,0,3,female,,0,0,,S,Third,woman,False,Southampton,no,True,0
475,0,1,male,-2.562111192710642,0,0,-1.08609159296498,S,First,man,True,Southampton,no,True,0
477,0,3,male,-4.395173540346584,1,0,,S,Third,man,True,Southampton,no,False,1
478,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
480,0,3,male,,5,2,-1.4238565757225705,S,Third,child,False,Southampton,no,False,7
482,0,3,male,0.6724032479909003,0,0,,S,Third,man,True,Southampton,no,True,0
484,1,1,male,,1,0,0.07592792435394181,C,First,man,True,Cherbourg,yes,False,1
486,1,1,female,-0.5647382184268394,1,0,0.05676953408627249,S,First,woman,False,Southampton,yes,False,1
489,1,3,male,,1,1,,S,Third,child,False,Southampton,yes,False,2
491,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
495,0,3,male,-2.562111192710642,0,0,,C,Third,man,True,Cherbourg,no,True,0
496,1,1,female,0.8457485011818465,1,0,-0.1793355708530936,C,First,woman,False,Cherbourg,yes,False,1
497,0,3,male,-2.562111192710642,0,0,,S,Third,man,True,Southampton,no,True,0
498,0,1,female,,1,2,0.8002267708272094,S,First,woman,False,Southampton,no,False,3
499,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
501,0,3,female,,0,0,,Q,Third,woman,False,Queenstown,no,True,0
502,0,3,female,-2.562111192710642,0,0,,Q,Third,woman,False,Queenstown,no,True,0
503,0,3,female,-0.28249595670693367,0,0,,S,Third,woman,False,Southampton,no,True,0
504,1,1,female,,0,0,-0.008016919437520954,S,First,woman,False,Southampton,yes,True,0
505,0,1,male,,1,0,0.3485096132706812,C,First,man,True,Cherbourg,no,False,1
506,1,2,female,-0.9594116828456197,0,2,,S,Second,woman,False,Southampton,yes,False,2
507,1,1,male,-2.562111192710642,0,0,,S,First,man,True,Southampton,yes,True,0
508,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
509,1,3,male,,0,0,-0.8608071223909797,S,Third,man,True,Southampton,yes,True,0
510,1,3,male,-4.395173540346584,0,0,,Q,Third,man,True,Queenstown,yes,True,0
512,1,1,male,-0.41369237748654564,0,0,,S,First,man,True,Southampton,yes,True,0
513,1,1,female,0.8457485011818465,1,0,-0.7383228445836476,C,First,woman,False,Cherbourg,yes,False,1
514,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
515,0,1,male,0.5193016280802352,0,0,,S,First,man,True,Southampton,no,True,0
516,1,2,female,-0.742729132601683,0,0,,S,Second,woman,False,Southampton,yes,True,0
517,0,3,male,-2.562111192710642,0,0,,Q,Third,man,True,Queenstown,no,True,0
518,1,2,female,-0.41369237748654564,1,0,,S,Second,woman,False,Southampton,yes,False,1
519,0,3,male,-1.2364173289037685,0,0,,S,Third,man,True,Southampton,no,True,0
520,1,1,female,-2.2534891842429254,0,0,0.1176128687364247,S,First,woman,False,Southampton,yes,True,0
523,1,1,female,0.33844690873787375,0,1,-0.7963732973706742,C,First,woman,False,Cherbourg,yes,False,1
524,0,3,male,-2.562111192710642,0,0,,C,Third,man,True,Cherbourg,no,True,0
525,0,3,male,0.07541677644813644,0,0,,Q,Third,man,True,Queenstown,no,True,0
527,0,1,male,-2.562111192710642,0,0,1.2692908255274362,S,First,man,True,Southampton,no,True,0
528,0,3,male,-0.0626305526715434,0,0,,S,Third,man,True,Southampton,no,True,0
529,0,2,male,,2,1,,S,Second,man,True,Southampton,no,False,3
532,0,3,male,,1,1,,C,Third,man,True,Cherbourg,no,False,2
533,1,3,female,-2.562111192710642,0,2,,C,Third,woman,False,Cherbourg,yes,False,2
534,0,3,female,-2.2534891842429254,0,0,,S,Third,woman,False,Southampton,no,True,0
535,1,2,female,,0,2,,S,Second,child,False,Southampton,yes,False,2
536,0,1,male,0.40243561794230204,0,0,,S,First,man,True,Southampton,no,True,0
537,1,1,female,-2.2534891842429254,0,0,0.31481234221556664,C,First,woman,False,Cherbourg,yes,True,0
538,0,3,male,-2.562111192710642,0,0,,S,Third,man,True,Southampton,no,True,0
539,1,1,female,,0,2,-1.2375057879091547,C,First,woman,False,Cherbourg,yes,False,2
540,1,1,female,-0.41369237748654564,0,2,-0.35957558218490887,S,First,woman,False,Southampton,yes,False,2
541,0,3,female,,4,2,,S,Third,child,False,Southampton,no,False,6
542,0,3,female,,4,2,,S,Third,child,False,Southampton,no,False,6
543,1,2,male,-1.2364173289037685,1,0,,S,Second,man,True,Southampton,yes,False,1
544,0,1,male,0.6724032479909003,1,0,0.31481234221556664,C,First,man,True,Cherbourg,no,False,1
546,1,2,female,,1,0,,S,Second,woman,False,Southampton,yes,False,1
547,1,2,male,-2.562111192710642,0,0,,C,Second,man,True,Cherbourg,yes,True,0
548,0,3,male,-0.9594116828456197,1,1,,S,Third,man,True,Southampton,no,False,2
549,1,2,male,,1,1,-3.031709276190341,S,Second,child,False,Southampton,yes,False,2
550,1,1,male,,0,2,0.3747160595720194,C,First,man,True,Cherbourg,yes,False,2
551,0,2,male,,0,0,,S,Second,man,True,Southampton,no,True,0
552,0,3,male,-2.562111192710642,0,0,,Q,Third,man,True,Queenstown,no,True,0
553,1,3,male,,0,0,,C,Third,man,True,Cherbourg,yes,True,0
554,1,3,female,,0,0,,S,Third,woman,False,Southampton,yes,True,0
556,1,1,female,0.5729824816190975,1,0,-2.2798551096493336,C,First,woman,False,Cherbourg,yes,False,1
557,0,1,male,-2.562111192710642,0,0,1.2994635627802045,C,First,man,True,Cherbourg,no,True,0
558,1,1,female,-0.0626305526715434,1,1,-0.14842198804352294,S,First,woman,False,Southampton,yes,False,2
559,1,3,female,-0.41369237748654564,1,0,,S,Third,woman,False,Southampton,yes,False,1
561,0,3,male,0.031484904179183065,0,0,,S,Third,man,True,Southampton,no,True,0
562,0,2,male,,0,0,,S,Second,man,True,Southampton,no,True,0
565,0,3,male,,2,0,,S,Third,man,True,Southampton,no,False,2
566,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
567,0,3,female,-4.395173540346584,0,4,,S,Third,woman,False,Southampton,no,False,4
569,1,3,male,-1.2364173289037685,0,0,,S,Third,man,True,Southampton,yes,True,0
571,1,1,female,0.80514712282536,2,0,-1.1157992314939504,S,First,woman,False,Southampton,yes,False,2
572,1,1,male,-0.41369237748654564,0,0,,S,First,man,True,Southampton,yes,True,0
574,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
575,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
576,1,2,female,-0.742729132601683,0,0,,S,Second,woman,False,Southampton,yes,True,0
577,1,1,female,-0.0626305526715434,1,0,-0.8879023788159934,S,First,woman,False,Southampton,yes,False,1
578,0,3,female,-2.562111192710642,1,0,,C,Third,woman,False,Cherbourg,no,False,1
579,1,3,male,-1.2364173289037685,0,0,,S,Third,man,True,Southampton,yes,True,0
580,1,2,female,,1,1,,S,Second,woman,False,Southampton,yes,False,2
581,1,1,female,-0.0626305526715434,1,1,0.3747160595720194,C,First,woman,False,Cherbourg,yes,False,2
582,0,2,male,0.8457485011818465,0,0,,S,Second,man,True,Southampton,no,True,0
583,0,1,male,-0.41369237748654564,0,0,-2.186950707191597,C,First,man,True,Cherbourg,no,True,0
584,0,3,male,-2.562111192710642,0,0,,C,Third,man,True,Cherbourg,no,True,0
585,1,1,female,,0,2,-0.14842198804352294,S,First,woman,False,Southampton,yes,False,2
586,0,2,male,0.5193016280802352,0,0,,S,Second,man,True,Southampton,no,True,0
590,0,3,male,-0.5647382184268394,0,0,,S,Third,man,True,Southampton,no,True,0
591,1,1,female,0.7628272533934943,1,0,-0.1793355708530936,C,First,woman,False,Cherbourg,yes,False,1
592,0,3,male,0.5193016280802352,0,0,,S,Third,man,True,Southampton,no,True,0
593,0,3,female,-2.562111192710642,0,2,,Q,Third,woman,False,Queenstown,no,False,2
594,0,2,male,-0.28249595670693367,1,0,,S,Second,man,True,Southampton,no,False,1
595,0,3,male,-0.41369237748654564,1,1,,S,Third,man,True,Southampton,no,False,2
596,1,2,female,-2.562111192710642,0,0,,S,Second,woman,False,Southampton,yes,True,0
597,0,3,male,0.6239279173679113,0,0,,S,Third,man,True,Southampton,no,True,0
599,1,1,male,0.6239279173679113,1,0,-0.8415486136623473,C,First,man,True,Cherbourg,yes,False,1
600,1,2,female,,2,1,,S,Second,woman,False,Southampton,yes,False,3
602,0,1,male,-2.562111192710642,0,0,-1.8616472672014395,S,First,man,True,Southampton,no,True,0
603,0,3,male,0.33844690873787375,0,0,,S,Third,man,True,Southampton,no,True,0
604,1,1,male,-0.5647382184268394,0,0,,C,First,man,True,Cherbourg,yes,True,0
605,0,3,male,-0.41369237748654564,1,0,,S,Third,man,True,Southampton,no,False,1
606,0,3,male,-2.2534891842429254,0,0,,S,Third,man,True,Southampton,no,True,0
607,1,1,male,,0,0,,S,First,man,True,Southampton,yes,True,0
608,1,2,female,,1,2,-1.9672175611756404,C,Second,woman,False,Cherbourg,yes,False,3
609,1,1,female,0.031484904179183065,0,0,0.8163938149020327,S,First,woman,False,Southampton,yes,True,0
610,0,3,female,-0.0626305526715434,1,5,,S,Third,woman,False,Southampton,no,False,6
611,0,3,male,-2.562111192710642,0,0,,S,Third,man,True,Southampton,no,True,0
615,1,2,female,,1,2,-0.5375982679299138,S,Second,woman,False,Southampton,yes,False,3
616,0,3,male,-0.742729132601683,1,1,,S,Third,man,True,Southampton,no,False,2
617,0,3,female,,1,0,,S,Third,woman,False,Southampton,no,False,1
618,1,2,female,,2,1,-2.3978112218172862,S,Second,child,False,Southampton,yes,False,3
619,0,2,male,,0,0,,S,Second,man,True,Southampton,no,True,0
620,0,3,male,,1,0,,C,Third,man,True,Cherbourg,no,False,1
621,1,1,male,0.19669816183738545,1,0,-1.0554189491963653,S,First,man,True,Southampton,yes,False,1
622,1,3,male,,1,1,,C,Third,man,True,Cherbourg,yes,False,2
623,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
624,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
627,1,1,female,,0,0,-0.18635985120101,S,First,woman,False,Southampton,yes,True,0
628,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
629,0,3,male,-2.562111192710642,0,0,,Q,Third,man,True,Queenstown,no,True,0
631,0,3,male,0.7186369652720348,0,0,,S,Third,man,True,Southampton,no,True,0
632,1,1,male,-1.2364173289037685,0,0,,C,First,man,True,Cherbourg,yes,True,0
633,0,1,male,-2.562111192710642,0,0,,S,First,man,True,Southampton,no,True,0
634,0,3,female,,3,2,,S,Third,child,False,Southampton,no,False,5
637,0,2,male,-1.6208655753526766,1,1,,S,Second,man,True,Southampton,no,False,2
638,0,3,female,0.1174995872015517,0,5,-2.263759208875291,S,Third,woman,False,Southampton,no,False,5
639,0,3,male,-2.562111192710642,1,0,,S,Third,man,True,Southampton,no,False,1
643,1,3,male,-2.562111192710642,0,0,-0.8608071223909797,S,Third,man,True,Southampton,yes,True,0
645,1,1,male,0.5729824816190975,1,0,-0.21485519317714544,C,First,man,True,Cherbourg,yes,False,1
648,0,3,male,-2.562111192710642,0,0,,S,Third,man,True,Southampton,no,True,0
649,1,3,female,,0,0,,S,Third,woman,False,Southampton,yes,True,0
651,1,2,female,,0,1,,S,Second,woman,False,Southampton,yes,False,1
652,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
653,1,3,female,-2.562111192710642,0,0,,Q,Third,woman,False,Queenstown,yes,True,0
654,0,3,female,,0,0,,Q,Third,woman,False,Queenstown,no,True,0
655,0,2,male,,2,0,-0.2938360002041882,S,Second,man,True,Southampton,no,False,2
657,0,3,female,-1.2364173289037685,1,1,,Q,Third,woman,False,Queenstown,no,False,2
658,0,2,male,,0,0,,S,Second,man,True,Southampton,no,True,0
660,1,1,male,0.6724032479909003,2,0,0.6347094018996644,S,First,man,True,Southampton,yes,False,2
661,0,3,male,0.031484904179183065,0,0,,C,Third,man,True,Cherbourg,no,True,0
662,0,1,male,0.5193016280802352,0,0,,S,First,man,True,Southampton,no,True,0
663,0,3,male,-0.41369237748654564,0,0,,S,Third,man,True,Southampton,no,True,0
664,1,3,male,,1,0,,S,Third,man,True,Southampton,yes,False,1
665,0,2,male,-1.2364173289037685,2,0,-0.2938360002041882,S,Second,man,True,Southampton,no,False,2
667,0,3,male,-2.562111192710642,0,0,,S,Third,man,True,Southampton,no,True,0
668,0,3,male,0.270082023813802,0,0,,S,Third,man,True,Southampton,no,True,0
669,1,1,female,-2.562111192710642,1,0,-1.08609159296498,S,First,woman,False,Southampton,yes,False,1
670,1,2,female,0.031484904179183065,1,1,-2.3978112218172862,S,Second,woman,False,Southampton,yes,False,2
671,0,1,male,-1.6208655753526766,1,0,-1.08609159296498,S,First,man,True,Southampton,no,False,1
673,1,2,male,-1.6208655753526766,0,0,,S,Second,man,True,Southampton,yes,True,0
675,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
676,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
677,1,3,female,,0,0,,S,Third,woman,False,Southampton,yes,True,0
678,0,3,female,0.270082023813802,1,6,-1.4238565757225705,S,Third,woman,False,Southampton,no,False,7
679,1,1,male,-0.41369237748654564,0,1,2.2049948454036215,C,First,man,True,Cherbourg,yes,False,1
680,0,3,female,-2.562111192710642,0,0,,Q,Third,woman,False,Queenstown,no,True,0
681,1,1,male,,0,0,-0.21485519317714544,C,First,man,True,Cherbourg,yes,True,0
682,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
683,0,3,male,,5,2,-1.4238565757225705,S,Third,child,False,Southampton,no,False,7
685,0,2,male,,1,2,-1.9672175611756404,C,Second,man,True,Cherbourg,no,False,3
686,0,3,male,,4,1,-2.263759208875291,S,Third,child,False,Southampton,no,False,5
687,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
688,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
689,1,1,female,,0,1,1.212013590187698,S,First,child,False,Southampton,yes,False,1
690,1,1,male,-1.6208655753526766,1,0,-0.838437498841695,S,First,man,True,Southampton,yes,False,1
691,1,3,female,,0,1,,C,Third,child,False,Cherbourg,yes,False,1
693,0,3,male,,0,0,,C,Third,man,True,Cherbourg,no,True,0
695,0,2,male,0.7628272533934943,0,0,,S,Second,man,True,Southampton,no,True,0
697,1,3,female,-2.562111192710642,0,0,,Q,Third,woman,False,Queenstown,yes,True,0
698,0,1,male,0.6239279173679113,1,1,0.3747160595720194,C,First,man,True,Cherbourg,no,False,2
699,0,3,male,0.19669816183738545,0,0,,S,Third,man,True,Southampton,no,True,0
700,1,1,female,,1,0,1.2994635627802045,C,First,woman,False,Cherbourg,yes,False,1
701,1,1,male,-0.5647382184268394,0,0,,S,First,man,True,Southampton,yes,True,0
702,0,3,female,,0,1,,C,Third,woman,False,Cherbourg,no,False,1
703,0,3,male,,0,0,,Q,Third,man,True,Queenstown,no,True,0
704,0,3,male,,1,0,,S,Third,man,True,Southampton,no,False,1
705,0,2,male,-0.0626305526715434,0,0,,S,Second,man,True,Southampton,no,True,0
706,1,2,female,0.40243561794230204,0,0,,S,Second,woman,False,Southampton,yes,True,0
707,1,1,male,0.19669816183738545,0,0,,S,First,man,True,Southampton,yes,True,0
708,1,1,female,,0,0,0.8002267708272094,S,First,woman,False,Southampton,yes,True,0
710,1,1,female,,0,0,-1.2372311817953434,C,First,woman,False,Cherbourg,yes,True,0
711,0,1,male,-2.562111192710642,0,0,,S,First,man,True,Southampton,no,True,0
712,1,1,male,0.5729824816190975,1,0,-1.08609159296498,S,First,man,True,Southampton,yes,False,1
713,0,3,male,-4.395173540346584,0,0,,S,Third,man,True,Southampton,no,True,0
714,0,2,male,0.7628272533934943,0,0,,S,Second,man,True,Southampton,no,True,0
715,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
716,1,1,female,-0.1665327871252423,0,0,1.2994635627802045,C,First,woman,False,Cherbourg,yes,True,0
717,1,2,female,,0,0,,S,Second,woman,False,Southampton,yes,True,0
718,0,3,male,-2.562111192710642,0,0,,Q,Third,man,True,Queenstown,no,True,0
719,0,3,male,-0.9594116828456197,0,0,,S,Third,man,True,Southampton,no,True,0
720,1,2,female,,0,1,,S,Second,child,False,Southampton,yes,False,1
721,0,3,male,,1,0,,S,Third,man,True,Southampton,no,False,1
722,0,2,male,-0.742729132601683,0,0,,S,Second,man,True,Southampton,no,True,0
723,0,2,male,0.6724032479909003,0,0,,S,Second,man,True,Southampton,no,True,0
724,1,1,male,,1,0,-1.0261037067608392,S,First,man,True,Southampton,yes,False,1
725,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
726,1,2,female,-2.2534891842429254,3,0,,S,Second,woman,False,Southampton,yes,False,3
727,1,3,female,-2.562111192710642,0,0,,Q,Third,woman,False,Queenstown,yes,True,0
728,0,2,male,,1,0,,S,Second,man,True,Southampton,no,False,1
729,0,3,female,,1,0,,S,Third,woman,False,Southampton,no,False,1
730,1,1,female,-4.395173540346584,0,0,1.212013590187698,S,First,woman,False,Southampton,yes,True,0
731,0,3,male,,0,0,,C,Third,child,False,Cherbourg,no,True,0
735,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
736,0,3,female,0.5729824816190975,1,3,-5.751439024864628,S,Third,woman,False,Southampton,no,False,4
737,1,1,male,-0.5647382184268394,0,0,2.2049948454036215,C,First,man,True,Cherbourg,yes,True,0
740,1,1,male,-2.562111192710642,0,0,,S,First,man,True,Southampton,yes,True,0
741,0,1,male,-0.41369237748654564,1,0,-0.1661834450208444,S,First,man,True,Southampton,no,False,1
742,1,1,female,,2,2,1.4652096292430241,C,First,woman,False,Cherbourg,yes,False,4
743,0,3,male,,1,0,,S,Third,man,True,Southampton,no,False,1
744,1,3,male,-1.6208655753526766,0,0,,S,Third,man,True,Southampton,yes,True,0
746,0,3,male,,1,1,,S,Third,man,True,Southampton,no,False,2
747,1,2,female,-2.2534891842429254,0,0,,S,Second,woman,False,Southampton,yes,True,0
748,0,1,male,,1,0,-1.0261037067608392,S,First,man,True,Southampton,no,False,1
749,0,3,male,-1.6208655753526766,0,0,,Q,Third,man,True,Queenstown,no,True,0
750,1,2,female,,1,1,,S,Second,child,False,Southampton,yes,False,2
751,1,3,male,,0,1,,S,Third,child,False,Southampton,yes,False,1
752,0,3,male,-0.9594116828456197,0,0,,S,Third,man,True,Southampton,no,True,0
753,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
754,1,2,female,0.5729824816190975,1,2,-0.5375982679299138,S,Second,woman,False,Southampton,yes,False,3
756,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
759,1,1,female,-0.9594116828456197,0,0,-0.008016919437520954,S,First,woman,False,Southampton,yes,True,0
761,0,3,male,0.1174995872015517,0,0,,S,Third,man,True,Southampton,no,True,0
762,1,3,male,,0,0,,C,Third,man,True,Cherbourg,yes,True,0
763,1,1,female,-0.41369237748654564,1,2,0.48706145883464785,S,First,woman,False,Southampton,yes,False,3
764,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
765,1,1,female,0.7186369652720348,1,0,-0.18635985120101,S,First,woman,False,Southampton,yes,False,1
766,0,1,male,-2.562111192710642,0,0,-2.2798551096493336,C,First,man,True,Cherbourg,no,True,0
767,0,3,female,-1.8879634176591287,0,0,,Q,Third,woman,False,Queenstown,no,True,0
768,0,3,male,-2.562111192710642,1,0,,Q,Third,man,True,Queenstown,no,False,1
769,0,3,male,-1.2364173289037685,0,0,,S,Third,man,True,Southampton,no,True,0
770,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
771,0,3,male,0.5729824816190975,0,0,,S,Third,man,True,Southampton,no,True,0
774,1,2,female,0.8457485011818465,1,3,,S,Second,woman,False,Southampton,yes,False,4
775,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
777,1,3,female,,0,0,,S,Third,child,False,Southampton,yes,True,0
778,0,3,male,-2.562111192710642,0,0,,Q,Third,man,True,Queenstown,no,True,0
779,1,1,female,0.270082023813802,0,1,1.212013590187698,S,First,woman,False,Southampton,yes,False,1
780,1,3,female,,0,0,,C,Third,child,False,Cherbourg,yes,True,0
781,1,1,female,,1,0,-0.838437498841695,S,First,woman,False,Southampton,yes,False,1
782,0,1,male,-4.395173540346584,0,0,,S,First,man,True,Southampton,no,True,0
783,0,3,male,-2.562111192710642,1,2,,S,Third,man,True,Southampton,no,False,3
784,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
785,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
786,1,3,female,,0,0,,S,Third,woman,False,Southampton,yes,True,0
787,0,3,male,,4,1,,Q,Third,child,False,Queenstown,no,False,5
789,0,1,male,0.4625748604158625,0,0,-0.15837396183498045,C,First,man,True,Cherbourg,no,True,0
791,0,2,male,,0,0,,S,Second,man,True,Southampton,no,True,0
793,0,1,male,-2.562111192710642,0,0,,C,First,man,True,Cherbourg,no,True,0
794,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
795,0,2,male,-0.0626305526715434,0,0,,S,Second,man,True,Southampton,no,True,0
796,1,1,female,0.6239279173679113,0,0,,S,First,woman,False,Southampton,yes,True,0
797,1,3,female,-1.6208655753526766,0,0,,S,Third,woman,False,Southampton,yes,True,0
798,0,3,male,-2.2534891842429254,0,0,,C,Third,man,True,Cherbourg,no,True,0
799,0,3,female,-2.2534891842429254,1,1,,S,Third,woman,False,Southampton,no,False,2
801,1,2,female,-1.6208655753526766,1,1,,S,Second,woman,False,Southampton,yes,False,2
802,1,1,male,,1,2,0.48706145883464785,S,First,child,False,Southampton,yes,False,3
804,1,3,male,,0,0,,S,Third,man,True,Southampton,yes,True,0
805,0,3,male,-1.6208655753526766,0,0,,S,Third,man,True,Southampton,no,True,0
806,0,1,male,-0.0626305526715434,0,0,,S,First,man,True,Southampton,no,True,0
807,0,3,female,,0,0,,S,Third,woman,False,Southampton,no,True,0
809,1,1,female,-0.9594116828456197,1,0,-1.0261037067608392,S,First,woman,False,Southampton,yes,False,1
810,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
811,0,3,male,-0.0626305526715434,0,0,,S,Third,man,True,Southampton,no,True,0
812,0,2,male,-0.5647382184268394,0,0,,S,Second,man,True,Southampton,no,True,0
813,0,3,female,,4,2,,S,Third,child,False,Southampton,no,False,6
814,0,3,male,-1.8879634176591287,0,0,,S,Third,man,True,Southampton,no,True,0
816,0,3,female,,0,0,,S,Third,woman,False,Southampton,no,True,0
817,0,2,male,-1.6208655753526766,1,1,-2.936418192699715,C,Second,man,True,Cherbourg,no,False,2
818,0,3,male,0.270082023813802,0,0,,S,Third,man,True,Southampton,no,True,0
819,0,3,male,,3,2,,S,Third,child,False,Southampton,no,False,5
820,1,1,female,0.7628272533934943,1,1,0.1176128687364247,S,First,woman,False,Southampton,yes,False,2
821,1,3,male,,0,0,,S,Third,man,True,Southampton,yes,True,0
